weld_id,c_c,si_c,mn_c,su_c,ph_c,ni_c,ch_c,mol_c,va_c,cop_c,cob_c,tu_c,o_c,ti_c,nit_c,al_c,bo_c,nio_c,tin_c,as_c,an_c,current,voltage,ac_dc,electrode,heat_in,inter_temp,weld_type,post_weld_temp,post_weld_time,yield,ult_tens_str,elongation,reduc_area,charpy_temp,charpy_imp_tough,hardness,fatt,prim_ferr,ferr_sec,acic_ferr,martensite,ferr_carb
Evans-StressRelief-1991-0.095Bch-50,0.095,0.36,1.05,0.007,0.008,,,,,,,,,,,,,,,,,170.0,21.0,DC,+,1.0,200.0,MMA,580.0,2.0,,,,,-50.0,74.0,,,,,,,
Evans-StressRelief-1991-0.095Bch-40,0.095,0.36,1.05,0.007,0.008,,,,,,,,,,,,,,,,,170.0,21.0,DC,+,1.0,200.0,MMA,580.0,2.0,,,,,-40.0,110.0,,,,,,,
Evans-StressRelief-1991-0.095Bch-20,0.095,0.36,1.05,0.007,0.008,,,,,,,,,,,,,,,,,170.0,21.0,DC,+,1.0,200.0,MMA,580.0,2.0,,,,,-20.0,165.0,,,,,,,
Evans-StressRelief-1991-0.095Bch20,0.095,0.36,1.05,0.007,0.008,,,,,,,,,,,,,,,,,170.0,21.0,DC,+,1.0,200.0,MMA,580.0,2.0,,,,,20.0,220.0,,,,,,,
Evans-StressRelief-1991-0.095C,0.088,0.34,1.33,0.008,0.007,,,,,,,,,,,,,,,,,170.0,21.0,DC,+,1.0,200.0,MMA,580.0,2.0,461.0,568.0,28.6,77.9,,,,,,,,,
Evans-StressRelief-1991-0.095Cch-70,0.088,0.34,1.33,0.008,0.007,,,,,,,,,,,,,,,,,170.0,21.0,DC,+,1.0,200.0,MMA,580.0,2.0,,,,,-70.0,72.0,,,,,,,
Evans-StressRelief-1991-0.095Cch-60,0.088,0.34,1.33,0.008,0.007,,,,,,,,,,,,,,,,,170.0,21.0,DC,+,1.0,200.0,MMA,580.0,2.0,,,,,-60.0,106.0,,,,,,,
Evans-StressRelief-1991-0.095Cch-50,0.088,0.34,1.33,0.008,0.007,,,,,,,,,,,,,,,,,170.0,21.0,DC,+,1.0,200.0,MMA,580.0,2.0,,,,,-50.0,133.0,,,,,,,
Evans-StressRelief-1991-0.095Cch-40,0.088,0.34,1.33,0.008,0.007,,,,,,,,,,,,,,,,,170.0,21.0,DC,+,1.0,200.0,MMA,580.0,2.0,,,,,-40.0,155.0,,,,,,,
Evans-StressRelief-1991-0.095Cch-20,0.088,0.34,1.33,0.008,0.007,,,,,,,,,,,,,,,,,170.0,21.0,DC,+,1.0,200.0,MMA,580.0,2.0,,,,,-20.0,188.0,,,,,,,
Evans-StressRelief-1991-0.095Cch20,0.088,0.34,1.33,0.008,0.007,,,,,,,,,,,,,,,,,170.0,21.0,DC,+,1.0,200.0,MMA,580.0,2.0,,,,,20.0,208.0,,,,,,,
Evans-StressRelief-1991-0.095D,0.089,0.33,1.69,0.007,0.008,,,,,,,,,,,,,,,,,170.0,21.0,DC,+,1.0,200.0,MMA,580.0,2.0,490.0,597.0,30.2,75.0,,,,,,,,,
Evans-StressRelief-1991-0.095Dch-70,0.089,0.33,1.69,0.007,0.008,,,,,,,,,,,,,,,,,170.0,21.0,DC,+,1.0,200.0,MMA,580.0,2.0,,,,,-70.0,53.0,,,,,,,
Evans-StressRelief-1991-0.095Dch-60,0.089,0.33,1.69,0.007,0.008,,,,,,,,,,,,,,,,,170.0,21.0,DC,+,1.0,200.0,MMA,580.0,2.0,,,,,-60.0,74.0,,,,,,,
Evans-StressRelief-1991-0.095Dch-50,0.089,0.33,1.69,0.007,0.008,,,,,,,,,,,,,,,,,170.0,21.0,DC,+,1.0,200.0,MMA,580.0,2.0,,,,,-50.0,95.0,,,,,,,
Evans-StressRelief-1991-0.095Dch-40,0.089,0.33,1.69,0.007,0.008,,,,,,,,,,,,,,,,,170.0,21.0,DC,+,1.0,200.0,MMA,580.0,2.0,,,,,-40.0,114.0,,,,,,,
Evans-StressRelief-1991-0.095Dch-20,0.089,0.33,1.69,0.007,0.008,,,,,,,,,,,,,,,,,170.0,21.0,DC,+,1.0,200.0,MMA,580.0,2.0,,,,,-20.0,151.0,,,,,,,
Evans-StressRelief-1991-0.095Dch20,0.089,0.33,1.69,0.007,0.008,,,,,,,,,,,,,,,,,170.0,21.0,DC,+,1.0,200.0,MMA,580.0,2.0,,,,,20.0,188.0,,,,,,,
Evans-StressRelief-1991-0.145A,0.151,0.36,0.63,0.008,0.008,,,,,,,,,,,,,,,,,170.0,21.0,DC,+,1.0,200.0,MMA,580.0,2.0,449.0,533.0,30.6,76.0,,,,,,,,,
Evans-StressRelief-1991-0.145Ach-60,0.151,0.36,0.63,0.008,0.008,,,,,,,,,,,,,,,,,170.0,21.0,DC,+,1.0,200.0,MMA,580.0,2.0,,,,,-60.0,15.0,,,,,,,
Evans-StressRelief-1991-0.145Ach-50,0.151,0.36,0.63,0.008,0.008,,,,,,,,,,,,,,,,,170.0,21.0,DC,+,1.0,200.0,MMA,580.0,2.0,,,,,-50.0,34.0,,,,,,,
Evans-StressRelief-1991-0.145Ach-40,0.151,0.36,0.63,0.008,0.008,,,,,,,,,,,,,,,,,170.0,21.0,DC,+,1.0,200.0,MMA,580.0,2.0,,,,,-40.0,64.0,,,,,,,
Evans-StressRelief-1991-0.145Ach-20,0.151,0.36,0.63,0.008,0.008,,,,,,,,,,,,,,,,,170.0,21.0,DC,+,1.0,200.0,MMA,580.0,2.0,,,,,-20.0,131.0,,,,,,,
Evans-StressRelief-1991-0.145Ach20,0.151,0.36,0.63,0.008,0.008,,,,,,,,,,,,,,,,,170.0,21.0,DC,+,1.0,200.0,MMA,580.0,2.0,,,,,20.0,188.0,,,,,,,
Evans-StressRelief-1991-0.145B,0.147,0.36,1.02,0.007,0.007,,,,,,,,,,,,,,,,,170.0,21.0,DC,+,1.0,200.0,MMA,580.0,2.0,482.0,576.0,29.4,76.9,,,,,,,,,
Evans-StressRelief-1991-0.145Bch-70,0.147,0.36,1.02,0.007,0.007,,,,,,,,,,,,,,,,,170.0,21.0,DC,+,1.0,200.0,MMA,580.0,2.0,,,,,-70.0,17.0,,,,,,,
Evans-StressRelief-1991-0.145Bch-60,0.147,0.36,1.02,0.007,0.007,,,,,,,,,,,,,,,,,170.0,21.0,DC,+,1.0,200.0,MMA,580.0,2.0,,,,,-60.0,34.0,,,,,,,
Evans-StressRelief-1991-0.145Bch-50,0.147,0.36,1.02,0.007,0.007,,,,,,,,,,,,,,,,,170.0,21.0,DC,+,1.0,200.0,MMA,580.0,2.0,,,,,-50.0,63.0,,,,,,,
Evans-StressRelief-1991-0.145Bch-40,0.147,0.36,1.02,0.007,0.007,,,,,,,,,,,,,,,,,170.0,21.0,DC,+,1.0,200.0,MMA,580.0,2.0,,,,,-40.0,98.0,,,,,,,
Evans-StressRelief-1991-0.145Bch-20,0.147,0.36,1.02,0.007,0.007,,,,,,,,,,,,,,,,,170.0,21.0,DC,+,1.0,200.0,MMA,580.0,2.0,,,,,-20.0,150.0,,,,,,,
Evans-StressRelief-1991-0.145Bch20,0.147,0.36,1.02,0.007,0.007,,,,,,,,,,,,,,,,,170.0,21.0,DC,+,1.0,200.0,MMA,580.0,2.0,,,,,20.0,197.0,,,,,,,
Evans-StressRelief-1991-0.145C,0.147,0.35,1.38,0.007,0.007,,,,,,,,,,,,,,,,,170.0,21.0,DC,+,1.0,200.0,MMA,580.0,2.0,513.0,623.0,27.4,72.9,,,,,,,,,
Evans-StressRelief-1991-0.145Cch-70,0.147,0.35,1.38,0.007,0.007,,,,,,,,,,,,,,,,,170.0,21.0,DC,+,1.0,200.0,MMA,580.0,2.0,,,,,-70.0,38.0,,,,,,,
Evans-StressRelief-1991-0.145Cch-60,0.147,0.35,1.38,0.007,0.007,,,,,,,,,,,,,,,,,170.0,21.0,DC,+,1.0,200.0,MMA,580.0,2.0,,,,,-60.0,57.0,,,,,,,
Evans-StressRelief-1991-0.145Cch-50,0.147,0.35,1.38,0.007,0.007,,,,,,,,,,,,,,,,,170.0,21.0,DC,+,1.0,200.0,MMA,580.0,2.0,,,,,-50.0,80.0,,,,,,,
Evans-StressRelief-1991-0.145Cch-40,0.147,0.35,1.38,0.007,0.007,,,,,,,,,,,,,,,,,170.0,21.0,DC,+,1.0,200.0,MMA,580.0,2.0,,,,,-40.0,104.0,,,,,,,
Evans-StressRelief-1991-0.145Cch-20,0.147,0.35,1.38,0.007,0.007,,,,,,,,,,,,,,,,,170.0,21.0,DC,+,1.0,200.0,MMA,580.0,2.0,,,,,-20.0,150.0,,,,,,,
Evans-StressRelief-1991-0.145Cch20,0.147,0.35,1.38,0.007,0.007,,,,,,,,,,,,,,,,,170.0,21.0,DC,+,1.0,200.0,MMA,580.0,2.0,,,,,20.0,184.0,,,,,,,
Evans-StressRelief-1991-0.145D,0.145,0.35,1.76,0.006,0.007,,,,,,,,,,,,,,,,,170.0,21.0,DC,+,1.0,200.0,MMA,580.0,2.0,567.0,679.0,24.0,69.8,,,,,,,,,
Evans-StressRelief-1991-0.145Dch-70,0.145,0.35,1.76,0.006,0.007,,,,,,,,,,,,,,,,,170.0,21.0,DC,+,1.0,200.0,MMA,580.0,2.0,,,,,-70.0,27.0,,,,,,,
Evans-StressRelief-1991-0.145Dch-60,0.145,0.35,1.76,0.006,0.007,,,,,,,,,,,,,,,,,170.0,21.0,DC,+,1.0,200.0,MMA,580.0,2.0,,,,,-60.0,32.0,,,,,,,
Evans-StressRelief-1991-0.145Dch-50,0.145,0.35,1.76,0.006,0.007,,,,,,,,,,,,,,,,,170.0,21.0,DC,+,1.0,200.0,MMA,580.0,2.0,,,,,-50.0,42.0,,,,,,,
Evans-StressRelief-1991-0.145Dch-40,0.145,0.35,1.76,0.006,0.007,,,,,,,,,,,,,,,,,170.0,21.0,DC,+,1.0,200.0,MMA,580.0,2.0,,,,,-40.0,55.0,,,,,,,
Evans-StressRelief-1991-0.145Dch-20,0.145,0.35,1.76,0.006,0.007,,,,,,,,,,,,,,,,,170.0,21.0,DC,+,1.0,200.0,MMA,580.0,2.0,,,,,-20.0,117.0,,,,,,,
Evans-StressRelief-1991-0.145Dch20,0.145,0.35,1.76,0.006,0.007,,,,,,,,,,,,,,,,,170.0,21.0,DC,+,1.0,200.0,MMA,580.0,2.0,,,,,20.0,160.0,,,,,,,
Evans-Ti/CMn-1992-P0,0.074,0.33,1.45,0.005,0.005,,,,,,,,408.0,6.0,90.0,,,,,,,170.0,21.0,DC,+,1.0,200.0,ShMA,250.0,14.0,463.0,537.0,31.2,78.8,,,,,,,,,
Evans-Ti/CMn-1992-P0ch1,0.074,0.33,1.45,0.005,0.005,,,,,,,,408.0,6.0,90.0,,,,,,,170.0,21.0,DC,+,1.0,200.0,ShMA,0.0,0.0,,,,,-60.0,28.0,,,,,,,
Evans-Ti/CMn-1992-P0ch2,0.074,0.33,1.45,0.005,0.005,,,,,,,,408.0,6.0,90.0,,,,,,,170.0,21.0,DC,+,1.0,200.0,ShMA,0.0,0.0,,,,,-36.0,100.0,,,,,,,
Evans-Ti/CMn-1992-P0mic,0.074,0.33,1.45,0.005,0.005,,,,,,,,408.0,6.0,90.0,,,,,,,170.0,21.0,DC,+,1.0,200.0,ShMA,0.0,0.0,,,,,,,,,8.0,79.0,5.0,0.0,8.0
Evans-Ti/CMn-1992-P0.1,0.073,0.34,1.49,0.004,0.007,,,,,,,,396.0,16.0,84.0,,,,,,,170.0,21.0,DC,+,1.0,200.0,ShMA,250.0,14.0,482.0,548.0,33.6,78.8,,,,,,,,,
Evans-Ti/CMn-1992-P0.1ch1,0.073,0.34,1.49,0.004,0.007,,,,,,,,396.0,16.0,84.0,,,,,,,170.0,21.0,DC,+,1.0,200.0,ShMA,0.0,0.0,,,,,-85.0,28.0,,,,,,,
Evans-Ti/CMn-1992-P0.1ch2,0.073,0.34,1.49,0.004,0.007,,,,,,,,396.0,16.0,84.0,,,,,,,170.0,21.0,DC,+,1.0,200.0,ShMA,0.0,0.0,,,,,-59.0,100.0,,,,,,,
Evans-Ti/CMn-1992-P0.1mic,0.073,0.34,1.49,0.004,0.007,,,,,,,,396.0,16.0,84.0,,,,,,,170.0,21.0,DC,+,1.0,200.0,ShMA,0.0,0.0,,,,,,,,,16.0,21.0,82.0,0.0,0.0
Evans-Ti/CMn-1992-P0.2,0.071,0.36,1.46,0.004,0.006,,,,,,,,400.0,22.0,85.0,,,,,,,170.0,21.0,DC,+,1.0,200.0,ShMA,250.0,14.0,497.0,563.0,30.6,77.0,,,,,,,,,
Evans-Ti/CMn-1992-P0.2ch1,0.071,0.36,1.46,0.004,0.006,,,,,,,,400.0,22.0,85.0,,,,,,,170.0,21.0,DC,+,1.0,200.0,ShMA,0.0,0.0,,,,,-82.0,28.0,,,,,,,
Evans-Ti/CMn-1992-P0.2ch2,0.071,0.36,1.46,0.004,0.006,,,,,,,,400.0,22.0,85.0,,,,,,,170.0,21.0,DC,+,1.0,200.0,ShMA,0.0,0.0,,,,,-65.0,100.0,,,,,,,
Evans-Ti/CMn-1992-P0.2mic,0.071,0.36,1.46,0.004,0.006,,,,,,,,400.0,22.0,85.0,,,,,,,170.0,21.0,DC,+,1.0,200.0,ShMA,0.0,0.0,,,,,,,,,18.0,12.0,70.0,0.0,0.0
Evans-Ti/CMn-1992-Q0.4,0.061,0.33,1.36,0.005,0.006,,,,,,,,419.0,28.0,81.0,,,,,,,170.0,21.0,DC,+,1.0,200.0,ShMA,250.0,14.0,474.0,538.0,32.2,78.8,,,,,,,,,
Evans-Ti/CMn-1992-Q0.4ch1,0.061,0.33,1.36,0.005,0.006,,,,,,,,419.0,28.0,81.0,,,,,,,170.0,21.0,DC,+,1.0,200.0,ShMA,0.0,0.0,,,,,-86.0,28.0,,,,,,,
Evans-Ti/CMn-1992-Q0.4ch2,0.061,0.33,1.36,0.005,0.006,,,,,,,,419.0,28.0,81.0,,,,,,,170.0,21.0,DC,+,1.0,200.0,ShMA,0.0,0.0,,,,,-71.0,100.0,,,,,,,
Evans-Ti/CMn-1992-Q0.4mic,0.061,0.33,1.36,0.005,0.006,,,,,,,,419.0,28.0,81.0,,,,,,,170.0,21.0,DC,+,1.0,200.0,ShMA,0.0,0.0,,,,,,,,,23.0,8.0,69.0,0.0,0.0
Evans-Ti/CMn-1992-Q0.8,0.07,0.32,1.48,0.005,0.006,,,,,,,,373.0,55.0,75.0,,,,,,,170.0,21.0,DC,+,1.0,200.0,ShMA,250.0,14.0,488.0,549.0,32.4,78.8,,,,,,,,,
Evans-Ti/CMn-1992-Q0.8ch1,0.07,0.32,1.48,0.005,0.006,,,,,,,,373.0,55.0,75.0,,,,,,,170.0,21.0,DC,+,1.0,200.0,ShMA,0.0,0.0,,,,,-76.0,28.0,,,,,,,
Evans-Ti/CMn-1992-Q0.8ch2,0.07,0.32,1.48,0.005,0.006,,,,,,,,373.0,55.0,75.0,,,,,,,170.0,21.0,DC,+,1.0,200.0,ShMA,0.0,0.0,,,,,-61.0,100.0,,,,,,,
Evans-Ti/CMn-1992-Q0.8mic,0.07,0.32,1.48,0.005,0.006,,,,,,,,373.0,55.0,75.0,,,,,,,170.0,21.0,DC,+,1.0,200.0,ShMA,0.0,0.0,,,,,,,,,23.0,12.0,65.0,0.0,0.0
Evans-Ti/CMn-1992-Q1.2,0.068,0.32,1.38,0.004,0.005,,,,,,,,376.0,77.0,74.0,,,,,,,170.0,21.0,DC,+,1.0,200.0,ShMA,250.0,14.0,466.0,542.0,30.6,80.6,,,,,,,,,
Evans-Ti/CMn-1992-Q1.2ch1,0.068,0.32,1.38,0.004,0.005,,,,,,,,376.0,77.0,74.0,,,,,,,170.0,21.0,DC,+,1.0,200.0,ShMA,0.0,0.0,,,,,-68.0,28.0,,,,,,,
Evans-Ti/CMn-1992-Q1.2ch2,0.068,0.32,1.38,0.004,0.005,,,,,,,,376.0,77.0,74.0,,,,,,,170.0,21.0,DC,+,1.0,200.0,ShMA,0.0,0.0,,,,,-51.0,100.0,,,,,,,
Evans-Ti/CMn-1992-Q1.2mic,0.068,0.32,1.38,0.004,0.005,,,,,,,,376.0,77.0,74.0,,,,,,,170.0,21.0,DC,+,1.0,200.0,ShMA,0.0,0.0,,,,,,,,,25.0,15.0,60.0,0.0,0.0
Evans-Ti/CMn-1992-R1.6,0.068,0.35,1.51,0.006,0.006,,,,,,,,351.0,100.0,87.0,,,,,,,170.0,21.0,DC,+,1.0,200.0,ShMA,250.0,14.0,499.0,569.0,29.0,77.9,,,,,,,,,
Evans-Ti/CMn-1992-R1.6ch1,0.068,0.35,1.51,0.006,0.006,,,,,,,,351.0,100.0,87.0,,,,,,,170.0,21.0,DC,+,1.0,200.0,ShMA,0.0,0.0,,,,,-66.0,28.0,,,,,,,
Evans-Ti/CMn-1992-R1.6ch2,0.068,0.35,1.51,0.006,0.006,,,,,,,,351.0,100.0,87.0,,,,,,,170.0,21.0,DC,+,1.0,200.0,ShMA,0.0,0.0,,,,,-47.0,100.0,,,,,,,
Evans-Ti/CMn-1992-R1.6mic,0.068,0.35,1.51,0.006,0.006,,,,,,,,351.0,100.0,87.0,,,,,,,170.0,21.0,DC,+,1.0,200.0,ShMA,0.0,0.0,,,,,,,,,22.0,16.0,62.0,0.0,0.0
Evans-Ti/CMn-1992-R2.4,0.065,0.39,1.53,0.005,0.006,,,,,,,,351.0,140.0,93.0,,,,,,,170.0,21.0,DC,+,1.0,200.0,ShMA,250.0,14.0,513.0,579.0,27.0,77.9,,,,,,,,,
Evans-Ti/CMn-1992-R2.4ch1,0.065,0.39,1.53,0.005,0.006,,,,,,,,351.0,140.0,93.0,,,,,,,170.0,21.0,DC,+,1.0,200.0,ShMA,0.0,0.0,,,,,-64.0,28.0,,,,,,,
Evans-Ti/CMn-1992-R2.4ch2,0.065,0.39,1.53,0.005,0.006,,,,,,,,351.0,140.0,93.0,,,,,,,170.0,21.0,DC,+,1.0,200.0,ShMA,0.0,0.0,,,,,-44.0,100.0,,,,,,,
Evans-Ti/CMn-1992-R2.4ch2,0.065,0.39,1.53,0.005,0.006,,,,,,,,351.0,140.0,93.0,,,,,,,170.0,21.0,DC,+,1.0,200.0,ShMA,0.0,0.0,,,,,,,,,21.0,11.0,67.0,0.0,0.0
Evans-Ti/CMn-1992-S3.6,0.07,0.48,1.64,0.005,0.006,,,,,,,,290.0,210.0,102.0,,,,,,,170.0,21.0,DC,+,1.0,200.0,ShMA,250.0,14.0,515.0,592.0,27.2,78.9,,,,,,,,,
Evans-Ti/CMn-1992-S3.6ch1,0.07,0.48,1.64,0.005,0.006,,,,,,,,290.0,210.0,102.0,,,,,,,170.0,21.0,DC,+,1.0,200.0,ShMA,0.0,0.0,,,,,-76.0,28.0,,,,,,,
Evans-Ti/CMn-1992-S3.6ch2,0.07,0.48,1.64,0.005,0.006,,,,,,,,290.0,210.0,102.0,,,,,,,170.0,21.0,DC,+,1.0,200.0,ShMA,0.0,0.0,,,,,-55.0,100.0,,,,,,,
Evans-Ti/CMn-1992-S3.6mic,0.07,0.48,1.64,0.005,0.006,,,,,,,,290.0,210.0,102.0,,,,,,,170.0,21.0,DC,+,1.0,200.0,ShMA,0.0,0.0,,,,,,,,,17.0,8.0,75.0,0.0,0.0
Evans-Ti/CMn-1992-S4.8,0.075,0.29,1.75,0.006,0.005,,,,,,,,272.0,255.0,96.0,,,,,,,170.0,21.0,DC,+,1.0,200.0,ShMA,250.0,14.0,588.0,654.0,26.4,72.0,,,,,,,,,
Evans-Ti/CMn-1992-S4.8ch1,0.075,0.29,1.75,0.006,0.005,,,,,,,,272.0,255.0,96.0,,,,,,,170.0,21.0,DC,+,1.0,200.0,ShMA,0.0,0.0,,,,,-80.0,28.0,,,,,,,
Evans-Ti/CMn-1992-S4.8ch2,0.075,0.29,1.75,0.006,0.005,,,,,,,,272.0,255.0,96.0,,,,,,,170.0,21.0,DC,+,1.0,200.0,ShMA,0.0,0.0,,,,,-55.0,100.0,,,,,,,
Evans-Ti/CMn-1992-S4.8mic,0.075,0.29,1.75,0.006,0.005,,,,,,,,272.0,255.0,96.0,,,,,,,170.0,21.0,DC,+,1.0,200.0,ShMA,0.0,0.0,,,,,,,,,16.0,6.0,78.0,0.0,0.0
Evans-Ti/Mn-1992-A8aw,0.074,0.35,0.63,0.009,0.007,,,,0.0005,,,,472.0,8.0,66.0,5.0,5.0,5.0,,,,170.0,21.0,DC,+,1.0,200.0,MMA,250.0,14.0,404.0,494.0,32.4,76.0,,,,,,,,,
Evans-Ti/Mn-1992-A8awch,0.074,0.35,0.63,0.009,0.007,,,,0.0005,,,,472.0,8.0,66.0,5.0,5.0,5.0,,,,170.0,21.0,DC,+,1.0,200.0,MMA,0.0,0.0,,,,,-46.0,100.0,,,20.0,67.0,9.0,0.0,4.0
Evans-Ti/Mn-1992-A8ht,0.074,0.35,0.63,0.009,0.007,,,,0.0005,,,,472.0,8.0,66.0,5.0,5.0,5.0,,,,170.0,21.0,DC,+,1.0,200.0,MMA,580.0,2.0,333.0,450.0,30.4,78.9,-53.0,100.0,,,,,,,
Evans-Ti/Mn-1992-A36aw,0.074,0.35,0.65,0.005,0.004,,,,0.0005,,,,426.0,36.0,73.0,5.0,5.0,5.0,,,,170.0,21.0,DC,+,1.0,200.0,MMA,250.0,14.0,402.0,494.0,33.3,77.5,,,,,,,,,
Evans-Ti/Mn-1992-A36awch,0.074,0.35,0.65,0.005,0.004,,,,0.0005,,,,426.0,36.0,73.0,5.0,5.0,5.0,,,,170.0,21.0,DC,+,1.0,200.0,MMA,0.0,0.0,,,,,-45.0,100.0,,,19.0,51.0,26.0,0.0,4.0
Evans-Ti/Mn-1992-A36ht,0.074,0.35,0.65,0.005,0.004,,,,0.0005,,,,426.0,36.0,73.0,5.0,5.0,5.0,,,,170.0,21.0,DC,+,1.0,200.0,MMA,580.0,2.0,329.0,447.0,36.4,80.5,-55.0,100.0,,,,,,,
Evans-Ti/Mn-1992-A96aw,0.075,0.35,0.66,0.009,0.007,,,,0.0005,,,,396.0,96.0,71.0,5.0,5.0,5.0,,,,170.0,21.0,DC,+,1.0,200.0,MMA,250.0,14.0,396.0,492.0,30.2,78.0,,,,,,,,,
Evans-Ti/Mn-1992-A96awch,0.075,0.35,0.66,0.009,0.007,,,,0.0005,,,,396.0,96.0,71.0,5.0,5.0,5.0,,,,170.0,21.0,DC,+,1.0,200.0,MMA,0.0,0.0,,,,,-40.0,100.0,,,14.0,46.0,35.0,0.0,5.0
Evans-Ti/Mn-1992-A96ht,0.075,0.35,0.66,0.009,0.007,,,,0.0005,,,,396.0,96.0,71.0,5.0,5.0,5.0,,,,170.0,21.0,DC,+,1.0,200.0,MMA,580.0,2.0,351.0,457.0,31.6,79.8,-54.0,100.0,,,,,,,
Evans-Ti/Mn-1992-A160aw,0.076,0.38,0.67,0.009,0.007,,,,0.0005,,,,362.0,160.0,70.0,5.0,5.0,5.0,,,,170.0,21.0,DC,+,1.0,200.0,MMA,250.0,14.0,410.0,494.0,31.4,78.9,,,,,,,,,
Evans-Ti/Mn-1992-A160awch,0.076,0.38,0.67,0.009,0.007,,,,0.0005,,,,362.0,160.0,70.0,5.0,5.0,5.0,,,,170.0,21.0,DC,+,1.0,200.0,MMA,0.0,0.0,,,,,-36.0,100.0,,,19.0,44.0,35.0,0.0,2.0
Evans-Ti/Mn-1992-A160ht,0.076,0.38,0.67,0.009,0.007,,,,0.0005,,,,362.0,160.0,70.0,5.0,5.0,5.0,,,,170.0,21.0,DC,+,1.0,200.0,MMA,580.0,2.0,365.0,465.0,30.4,79.8,-56.0,100.0,,,,,,,
Evans-Ti/Mn-1992-A225aw,0.078,0.44,0.71,0.006,0.008,,,,0.0005,,,,306.0,225.0,76.0,5.0,5.0,5.0,,,,170.0,21.0,DC,+,1.0,200.0,MMA,250.0,14.0,440.0,523.0,31.4,77.0,,,,,,,,,
Evans-Ti/Mn-1992-A225awch,0.078,0.44,0.71,0.006,0.008,,,,0.0005,,,,306.0,225.0,76.0,5.0,5.0,5.0,,,,170.0,21.0,DC,+,1.0,200.0,MMA,0.0,0.0,,,,,-40.0,100.0,,,16.0,47.0,34.0,0.0,3.0
Evans-Ti/Mn-1992-A225ht,0.078,0.44,0.71,0.006,0.008,,,,0.0005,,,,306.0,225.0,76.0,5.0,5.0,5.0,,,,170.0,21.0,DC,+,1.0,200.0,MMA,580.0,2.0,381.0,484.0,31.6,78.0,-51.0,100.0,,,,,,,
Evans-Ti/Mn-1992-B7aw,0.077,0.3,1.0,0.008,0.007,,,,0.0005,,,,464.0,7.0,83.0,5.0,5.0,5.0,,,,170.0,21.0,DC,+,1.0,200.0,MMA,250.0,14.0,409.0,504.0,30.6,77.0,,,,,,,,,
Evans-Ti/Mn-1992-B7awch,0.077,0.3,1.0,0.008,0.007,,,,0.0005,,,,464.0,7.0,83.0,5.0,5.0,5.0,,,,170.0,21.0,DC,+,1.0,200.0,MMA,0.0,0.0,,,,,-56.0,100.0,,,12.0,72.0,10.0,0.0,6.0
Evans-Ti/Mn-1992-B7ht,0.077,0.3,1.0,0.008,0.007,,,,0.0005,,,,464.0,7.0,83.0,5.0,5.0,5.0,,,,170.0,21.0,DC,+,1.0,200.0,MMA,580.0,2.0,372.0,480.0,30.5,78.9,-66.0,100.0,,,,,,,
Evans-Ti/Mn-1992-B41aw,0.076,0.35,1.01,0.008,0.005,,,,0.0005,,,,401.0,41.0,74.0,5.0,5.0,5.0,,,,170.0,21.0,DC,+,1.0,200.0,MMA,250.0,14.0,443.0,522.0,31.1,77.0,,,,,,,,,
Evans-Ti/Mn-1992-B41awch,0.076,0.35,1.01,0.008,0.005,,,,0.0005,,,,401.0,41.0,74.0,5.0,5.0,5.0,,,,170.0,21.0,DC,+,1.0,200.0,MMA,0.0,0.0,,,,,-60.0,100.0,,,16.0,34.0,49.0,0.0,1.0
Evans-Ti/Mn-1992-B41ht,0.076,0.35,1.01,0.008,0.005,,,,0.0005,,,,401.0,41.0,74.0,5.0,5.0,5.0,,,,170.0,21.0,DC,+,1.0,200.0,MMA,580.0,2.0,359.0,480.0,29.4,80.3,-80.0,100.0,,,,,,,
Evans-Ti/Mn-1992-B92aw,0.075,0.31,1.03,0.008,0.007,,,,0.0005,,,,394.0,92.0,79.0,5.0,5.0,5.0,,,,170.0,21.0,DC,+,1.0,200.0,MMA,250.0,14.0,427.0,516.0,32.0,78.9,,,,,,,,,
Evans-Ti/Mn-1992-B92awch,0.075,0.31,1.03,0.008,0.007,,,,0.0005,,,,394.0,92.0,79.0,5.0,5.0,5.0,,,,170.0,21.0,DC,+,1.0,200.0,MMA,0.0,0.0,,,,,-53.0,100.0,,,14.0,51.0,31.0,0.0,4.0
Evans-Ti/Mn-1992-B92ht,0.075,0.31,1.03,0.008,0.007,,,,0.0005,,,,394.0,92.0,79.0,5.0,5.0,5.0,,,,170.0,21.0,DC,+,1.0,200.0,MMA,580.0,2.0,375.0,470.0,32.4,79.8,-56.0,100.0,,,,,,,
Evans-Ti/Mn-1992-B140aw,0.075,0.35,1.05,0.008,0.007,,,,0.0005,,,,361.0,140.0,82.0,5.0,5.0,5.0,,,,170.0,21.0,DC,+,1.0,200.0,MMA,250.0,14.0,434.0,517.0,30.8,78.9,,,,,,,,,
Evans-Ti/Mn-1992-B140awch,0.075,0.35,1.05,0.008,0.007,,,,0.0005,,,,361.0,140.0,82.0,5.0,5.0,5.0,,,,170.0,21.0,DC,+,1.0,200.0,MMA,0.0,0.0,,,,,-45.0,100.0,,,10.0,30.0,59.0,0.0,1.0
